Fecha,CFI (Neta de Ley 26075),Financ. Educativo (Ley 26075),SUBTOTAL,Transferencia de Servicios - Educacion,Transferencia de Servicios - Posoco,Transferencia de Servicios - Prosonu,Transferencia de Servicios - TOTAL,Imp. Bienes Personales (Ley 24.699),Imp. Bienes Personales (Ley 23.966 Art. 30),Imp. s/ los Activos Fdo. Educativo (Ley 23.906),I.V.A. (Ley 23.966 Art. 5 Pto. 2),Imp. Combustibles (Ley N.23966 Obras de Infraestructura),Imp. Combustibles (Ley N.23966 Vialidad Provincial),Imp. Combustibles (FO.NA.VI.),Fondo Compensador Deseq.Fisc. Provinciales,Reg.Simplif. p/Pequenos Contribuyentes (Ley N.24.977),TOTAL Recursos Origen Nacional (1),Compensacion Consenso Fiscal (2),Total - (1)+(2)
14/12/2022,2376756767.169999,86500377.79000092,2463257144.9599996,0.0,0.0,0.0,0.0,172369250.49,26471127.35,0.0,15757936.61,0.0,0.0,0.0,0.0,1544786.69,2679400246.0999994,29462481.0,2708862727.1
15/12/2022,2347805046.2799993,86500377.79000092,2434305424.07,0.0,0.0,0.0,0.0,253863373.64,38986360.24,0.0,15510241.99,653369.63,1232434.56,4246935.397650001,0.0,837537.88,2749635677.4076505,29462481.0,2779098158.4076505
16/12/2022,1916740391.9299989,86500377.79000092,2003240769.72,0.0,0.0,0.0,0.0,137985603.84,21190754.63,0.0,11583061.97,0.0,0.0,0.0,0.0,876987.64,2174877177.8,29462481.0,2204339658.8
17/12/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18/12/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/12/2022,832893126.8999993,86500377.79000092,919393504.69,0.0,0.0,0.0,0.0,84296675.33,12945627.03,0.0,4745060.85,10207.02,19253.24,66346.12710000001,0.0,1164987.5,1022641661.7871001,29462481.0,1052104142.7871001
20/12/2022,534256312.4599991,86500377.79000092,620756690.25,0.0,0.0,0.0,0.0,28221801.19,4334084.48,0.0,7800529.87,0.0,0.0,0.0,0.0,1803521.99,662916627.78,29462481.0,692379108.78
21/12/2022,1132827463.319999,86500377.79000092,1219327841.11,0.0,0.0,0.0,0.0,15754060.04,2419385.87,0.0,15770249.1,9185.63,17326.62,59707.03860000001,0.0,3653534.01,1257011289.4186,29462481.0,1286473770.4185998
22/12/2022,2200087234.0299993,86500377.79000092,2286587611.82,0.0,0.0,0.0,0.0,136431210.11,20952042.94,0.0,20266282.35,22191890.31,41859999.86,144248400.83609998,0.0,4730871.29,2677268309.5161004,29462481.0,2706730790.5161004
23/12/2022,4024873294.849999,86500377.79000092,4111373672.6399994,0.0,0.0,0.0,0.0,39995633.16,6142217.92,0.0,42454235.97,0.0,0.0,0.0,0.0,13548661.25,4213514420.9399996,29462481.0,4242976901.939999
24/12/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/12/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/12/2022,3143757844.399999,259501133.37000084,3403258977.7700005,0.0,0.0,0.0,0.0,39297748.96,6035042.3,0.0,18624162.49,15334953.79,28925934.4,99677969.30025001,0.0,1029953.43,3612184742.4402504,29462481.0,3641647223.4402504
27/12/2022,826664996.4199991,86500377.79000092,913165374.21,0.0,0.0,0.0,0.0,9068519.62,1392672.63,0.0,13230438.9,3703820.75,6986423.15,24075020.781899996,0.0,776437.63,972398707.6719,29462481.0,1001861188.6719
28/12/2022,583388640.2499992,86500377.79000092,669889018.04,0.0,0.0,0.0,0.0,17356430.97,2665465.52,0.0,9833025.2,851716.75,1606571.71,5536201.62645,0.0,873544.75,708611974.56645,29462481.0,738074455.56645
29/12/2022,571074381.17,0.0,571074381.17,0.0,0.0,0.0,0.0,9429594.45,1448123.69,0.0,6071913.24,0.0,0.0,0.0,0.0,714973.24,588738985.79,29462481.0,618201466.79
30/12/2022,424512783.1000001,0.0,424512783.1000001,0.0,0.0,0.0,0.0,9468949.2,1454167.49,2659.62,4553147.09,8392950.37,15831409.42,54554598.667799994,0.0,682905.82,519453570.7778,29462481.0,548916051.7778001
31/12/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01/01/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/01/2023,161292377.20000002,215264977.53,376557354.73,2475000.0,291667.0,450000.0,3216667.0,6733992.24,1034154.1,0.0,4190521.57,0.0,0.0,0.0,0.0,663186.46,392395876.1,30944067.0,423339943.09999996
03/01/2023,169331996.41,215264977.53,384596973.94,0.0,0.0,0.0,0.0,5675962.69,871670.15,0.0,4750505.67,0.0,0.0,0.0,1499999.92,533250.51,397928362.88,30944067.0,428872429.87999994
04/01/2023,53242720.04999995,215264977.53000003,268507697.58,0.0,0.0,0.0,0.0,3992963.98,613208.32,0.0,2461385.12,0.0,0.0,0.0,0.0,3228072.4,278803327.4,30944067.0,309747394.3999999
05/01/2023,43482755.400000036,215264977.52999997,258747732.93,0.0,0.0,0.0,0.0,3076611.51,472482.04,0.0,2724223.21,0.0,0.0,0.0,0.0,1022151.75,266043201.43999997,30944067.0,296987268.43999994
06/01/2023,80120196.20999992,215264977.5300001,295385173.74,0.0,0.0,0.0,0.0,3393051.34,521078.39999999997,0.0,2775245.44,0.0,0.0,0.0,0.0,977570.76,303052119.68,30944067.0,333996186.68
07/01/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08/01/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/01/2023,132869458.10000002,215264977.52999997,348134435.62999994,0.0,0.0,0.0,0.0,5003312.99,768369.85,0.0,2961794.9,0.0,0.0,0.0,0.0,1175603.07,358043516.44,30944067.0,388987583.43999994
10/01/2023,297844513.54,215264977.52999997,513109491.07,0.0,0.0,0.0,0.0,4866283.33,747325.9,0.0,4191258.8800000004,0.0,0.0,0.0,0.0,1242364.22,524156723.40000004,30944067.0,555100790.4000001
11/01/2023,2574761487.0200005,215264977.52999997,2790026464.55,0.0,0.0,0.0,0.0,76294392.41,11716698.73,0.0,19572870.72,3979178.41,7053739.83,25864859.3643,0.0,1449765.16,2935957969.1743,30944067.0,2966902036.1743
12/01/2023,1848880551.3,215264977.52999997,2064145528.83,0.0,0.0,0.0,0.0,105800087.75,16247953.67,0.0,13608084.96,646499.92,1146026.08,4202281.932750001,0.0,1190334.66,2206986797.80275,30944067.0,2237930864.8027496
13/01/2023,1535772179.2899997,215264977.5300002,1751037156.82,0.0,0.0,0.0,0.0,36805980.59,5652375.91,0.0,10777198.63,0.0,0.0,0.0,0.0,1161732.2,1805434444.1499999,30944067.0,1836378511.1499999
14/01/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15/01/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/01/2023,256082715.11999977,215264977.5300002,471347692.65,0.0,0.0,0.0,0.0,5575341.11,856217.48,0.0,4025086.92,0.0,0.0,0.0,0.0,1260428.35,483064766.51,30944067.0,514008833.51
17/01/2023,606541529.7499998,215264977.5300002,821806507.28,0.0,0.0,0.0,0.0,5343464.54,820607.68,0.0,4554152.33,0.0,0.0,0.0,0.0,1491808.13,834016539.9599999,30944067.0,864960606.96
18/01/2023,630527724.7599998,215264977.5300002,845792702.29,0.0,0.0,0.0,0.0,5000049.91,767868.73,0.0,5245867.85,0.0,0.0,0.0,0.0,4177062.7700000005,860983551.55,30944067.0,891927618.5500001
19/01/2023,466294177.99999976,215264977.5300002,681559155.53,0.0,0.0,0.0,0.0,3457264.83,530939.81,0.0,4836466.24,0.0,0.0,0.0,0.0,2732285.38,693116111.79,30944067.0,724060178.7900001
20/01/2023,1189151839.2099996,215264977.5300002,1404416816.74,0.0,0.0,0.0,0.0,75432048.89,11584266.72,0.0,18343127.11,896532.83,1589250.02,5827508.4186,0.0,5141369.57,1523230920.2986,30944067.0,1554174987.2986
21/01/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22/01/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23/01/2023,2930780244.79,215264977.5300002,3146045222.32,0.0,0.0,0.0,0.0,24960143.28,3833184.46,0.0,42210970.57,484728.9,859260.69,3150762.2091,0.0,2720897.36,3224265169.7891,30944067.0,3255209236.7890997
24/01/2023,1493933803.8899999,215264977.5300002,1709198781.42,0.0,0.0,0.0,0.0,10443107.66,1603771.16,0.0,15346407.58,2342536.95,4152527.1,15226607.7414,0.0,3326415.43,1761640155.0414002,30944067.0,1792584222.0414002
25/01/2023,2006366443.7999995,215264977.5300002,2221631421.33,0.0,0.0,0.0,0.0,18696469.9,2871258.27,0.0,25971001.21,8959470.84,15882116.82,58237010.132400006,0.0,22132743.07,2374381491.5723996,30944067.0,2405325558.5723996
26/01/2023,1957965544.5299997,215264977.5300002,2173230522.06,0.0,0.0,0.0,0.0,36856251.83,5660096.18,0.0,26876166.23,4604715.73,8162606.3,29930883.330150004,0.0,1115308.38,2286436550.04015,30944067.0,2317380617.0401497
27/01/2023,751386466.1499997,215264977.5300002,966651443.6800001,0.0,0.0,0.0,0.0,8375361.94,1286222.87,0.0,10871885.35,21220.82,37617.35,137936.38815,0.0,950921.47,988332609.86815,30944067.0,1019276676.86815
28/01/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29/01/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30/01/2023,89379460.68000025,215264977.5299997,304644438.2099999,0.0,0.0,0.0,0.0,4695396.72,721082.47,0.0,3975284.07,0.0,0.0,0.0,0.0,845372.65,314881574.11999995,30944067.0,345825641.11999995
31/01/2023,223649076.39000028,215264977.5299997,438914053.91999996,0.0,0.0,0.0,0.0,6213619.69,954239.33,0.0,3590956.1,87109.68,154416.05,566217.2736000001,0.0,761352.93,451241964.9736,30944067.0,482186031.9736
01/02/2023,129300802.31000024,215264977.5299997,344565779.84,2475000.0,291667.0,450000.0,3216667.0,7563111.67,1161483.8,0.0,4798331.1,0.0,0.0,0.0,0.0,1125769.46,362431142.87,30944067.0,393375209.86999995
02/02/2023,161689529.44000027,215264977.5299997,376954506.96999997,0.0,0.0,0.0,0.0,9422376.12,1447015.16,0.0,4606405.65,552636.44,979637.83,3592164.6189,1499999.92,943748.79,399998491.4989,30944067.0,430942558.4989
03/02/2023,89504748.37000024,215264977.5299997,304769725.9,0.0,0.0,0.0,0.0,12162573.78,1867833.38,0.0,3183453.06,0.0,0.0,0.0,0.0,1106226.66,323089812.78,30944067.0,354033879.78
04/02/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05/02/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/02/2023,38378473.69000026,215264977.5299997,253643451.22,0.0,0.0,0.0,0.0,17508213.71,2688775.14,0.0,2439580.44,5415.66,9600.14,35202.088350000005,0.0,5136304.55,281466542.94834995,30944067.0,312410609.94834995
07/02/2023,102473223.91000028,215264977.5299997,317738201.44,0.0,0.0,0.0,0.0,19669777.98,3020731.35,0.0,3098568.9,3529452.21,6256527.12,22941616.480200004,0.0,1142034.91,377396910.39019996,30944067.0,408340977.39019996
08/02/2023,134138644.3900003,215264977.5299997,349403621.92,0.0,0.0,0.0,0.0,32422356.5,4979173.06,0.0,2806513.92,427940.75,758594.46,2781636.3481500004,0.0,1732777.24,395312614.19815,30944067.0,426256681.19815
09/02/2023,191343626.2800003,215264977.5299997,406608603.81,0.0,0.0,0.0,0.0,33607329.83,5161152.03,0.0,3766906.56,197449.67,350011.6,1283432.7825,0.0,1502622.33,452477508.61249995,30944067.0,483421575.61249995
10/02/2023,391936790.6700003,215264977.5299997,607201768.2,0.0,0.0,0.0,0.0,45212173.71,6943333.6,0.0,3776706.1,1519296.33,2693199.44,9875502.410400001,0.0,1130790.34,678352770.1304001,30944067.0,709296837.1304001
11/02/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/02/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/02/2023,2052862087.6800005,215264977.5299997,2268127065.21,0.0,0.0,0.0,0.0,90236987.2,13857893.87,0.0,15732687.58,0.0,0.0,0.0,0.0,1136903.68,2389091537.54,30944067.0,2420035604.54
14/02/2023,1745310714.9500003,215264977.5299997,1960575692.4800003,0.0,0.0,0.0,0.0,193763062.91,29756622.48,0.0,13045486.35,0.0,0.0,0.0,0.0,1803113.69,2198943977.9100003,30944067.0,2229888044.9100003
15/02/2023,1741642320.7100003,215264977.5299997,1956907298.2400002,0.0,0.0,0.0,0.0,214337584.7,32916297.339999996,0.0,14162130.81,586060.01,1038886.52,3809419.4655000004,0.0,3434910.57,2227192587.6555,30944067.0,2258136654.6555
16/02/2023,559740761.6600003,215264977.5299997,775005739.1899999,0.0,0.0,0.0,0.0,135737894.22,20845568.88,0.0,4718782.19,5640248.31,9998255.94,36661897.097100005,0.0,1992329.13,990600714.9571,30944067.0,1021544781.9571
17/02/2023,483568384.1800003,215264977.5299997,698833361.7099999,0.0,0.0,0.0,0.0,85202981.47,13084810.47,0.0,2697049.55,142587.24,252759.03,926824.2142500001,0.0,1884760.92,803025134.60425,30944067.0,833969201.60425
18/02/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/02/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20/02/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21/02/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22/02/2023,213926308.88000032,215264977.5299997,429191286.4100001,0.0,0.0,0.0,0.0,30038467.6,4613073.96,0.0,2949155.35,208964.99,370424.37,1358282.9106,0.0,1962876.98,470692532.57060003,30944067.0,501636599.57060003
23/02/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24/02/2023,3878043187.950001,430529955.0599994,4308573143.01,0.0,0.0,0.0,0.0,173341866.41,26620494.13,0.0,39899595.33,10163076.07,18015702.53,66060504.56115001,0.0,11463760.35,4654138142.3911495,61888134.0,4716026276.3911495
25/02/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/02/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/02/2023,4435153945.990001,215264977.5299997,4650418923.52,0.0,0.0,0.0,0.0,27671348.96,4249550.31,0.0,58708834.32,701366.94,1243286.79,4558920.3396000005,0.0,22038582.27,4769590813.449601,30944067.0,4800534880.4496
28/02/2023,2958152467.92,215264977.5299997,3173417445.45,0.0,0.0,0.0,0.0,19512596.32,2996592.61,0.0,39454636.01,19776822.02,35057628.22,128550335.75504999,0.0,1135336.72,3419901393.10505,30944067.0,3450845460.10505
01/03/2023,301831118.3699993,215264977.53000072,517096095.9,2475000.0,291667.0,450000.0,3216667.0,7669448.58,1177814.2,0.0,7236738.59,0.0,0.0,0.0,0.0,1510589.53,537907353.8,30944067.0,568851420.8
02/03/2023,281125281.8799994,215264977.53000072,496390259.4100001,0.0,0.0,0.0,0.0,6873414.83,1055565.53,0.0,6922551.54,0.0,0.0,0.0,1499999.92,1048668.62,513790459.85,30944067.0,544734526.85
03/03/2023,225114971.25999933,215264977.53000072,440379948.7900001,0.0,0.0,0.0,0.0,6353536.68,975726.69,0.0,5773494.05,0.0,0.0,0.0,0.0,1250507.97,454733214.18000007,30944067.0,485677281.18000007
04/03/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05/03/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
06/03/2023,200834782.18999937,215264977.53000072,416099759.7200001,0.0,0.0,0.0,0.0,4663873.37,716241.36,0.0,5120514.68,0.0,0.0,0.0,0.0,1163762.62,427764151.75000006,30944067.0,458708218.75000006
07/03/2023,122705851.14999932,215264977.53000072,337970828.68,0.0,0.0,0.0,0.0,6496222.35,997639.25,0.0,4413200.01,8968330.54,15897822.08,58294598.6304,0.0,1228162.3,434266803.84040004,30944067.0,465210870.84040004
08/03/2023,148807783.56999934,215264977.53000072,364072761.1,0.0,0.0,0.0,0.0,7567857.97,1162212.7,0.0,3688212.21,0.0,0.0,0.0,0.0,2015027.91,378506071.89000005,30944067.0,409450138.89
09/03/2023,206335814.57999933,215264977.53000072,421600792.11,0.0,0.0,0.0,0.0,4642376.59,712940.05,0.0,4193499.5499999993,677426.24,1200848.01,4403304.58095,0.0,5330573.97,442761761.10095006,30944067.0,473705828.10095006
10/03/2023,362232877.79999936,215264977.53000072,577497855.33,0.0,0.0,0.0,0.0,11604408.81,1782114.75,0.0,4550441.72,1281054.16,2270876.51,8326916.36865,0.0,1369276.6,608682944.24865,30944067.0,639627011.2486501
11/03/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12/03/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13/03/2023,1882881187.0499992,215264977.53000072,2098146164.5799997,0.0,0.0,0.0,0.0,60949918.35,9360213.88,0.0,16456279.589999998,0.0,0.0,0.0,0.0,1182875.07,2186095451.47,30944067.0,2217039518.4699993
14/03/2023,1524247288.8499994,215264977.53000072,1739512266.38,0.0,0.0,0.0,0.0,95284579.22,14633063.75,0.0,12449220.92,913059.85,1618546.84,5934934.83825,0.0,1295949.69,1871641621.48825,30944067.0,1902585688.48825
15/03/2023,1632739335.8099992,215264977.53000072,1848004313.34,0.0,0.0,0.0,0.0,35765453.02,5492579.79,0.0,14201149.24,0.0,0.0,0.0,0.0,2497617.2,1905961112.59,30944067.0,1936905179.59
16/03/2023,417756947.7399993,215264977.53000072,633021925.27,0.0,0.0,0.0,0.0,4762596.43,731402.48,0.0,1110660.77,0.0,0.0,0.0,0.0,2154122.83,641780707.7800001,30944067.0,672724774.7800001
17/03/2023,796530673.0999993,215264977.53000072,1011795650.63,0.0,0.0,0.0,0.0,3776414.01,579952.26,0.0,8416155.18,0.0,0.0,0.0,0.0,2158945.08,1026727117.16,30944067.0,1057671184.16
18/03/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19/03/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20/03/2023,265435318.5599993,215264977.53000072,480700296.09,0.0,0.0,0.0,0.0,4362028.42,669886.36,0.0,5667445.98,0.0,0.0,0.0,0.0,2857178.38,494256835.22999996,30944067.0,525200902.23
21/03/2023,295005317.09999937,215264977.53000072,510270294.63,0.0,0.0,0.0,0.0,4511180.92,692792.04,0.0,5268949.71,84841.96,150396.15,551477.0052,0.0,2650307.11,524180239.52520007,30944067.0,555124306.5252
22/03/2023,1720512440.3699994,215264977.53000072,1935777417.9000003,0.0,0.0,0.0,0.0,45693270.63,7017216.72,0.0,21823083.41,3574987.85,6337246.44,23237600.4729,0.0,8747343.16,2052208166.5829003,30944067.0,2083152233.5829003
23/03/2023,4535523358.999999,215264977.53000072,4750788336.53,0.0,0.0,0.0,0.0,106956523.94,16425550.139999999,0.0,55657862.35,695859.47,1233523.9,4523121.47925,0.0,22934042.33,4959214820.13925,30944067.0,4990158887.13925
24/03/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25/03/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26/03/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27/03/2023,2522114127.359999,215264977.53000072,2737379104.89,0.0,0.0,0.0,0.0,47373619.32,7275271.58,0.0,28185721.67,1231559.2,2183138.64,8005196.58345,0.0,1350296.57,2832983908.45345,30944067.0,2863927975.4534497
28/03/2023,2130376158.569999,215264977.53000072,2345641136.1,0.0,0.0,0.0,0.0,12773917.1,1961718.73,0.0,28337597.38,742854.9,1316830.93,4828594.14675,0.0,1065044.41,2396667693.6967497,30944067.0,2427611760.6967497
29/03/2023,1052031277.3899993,215264977.53000072,1267296254.92,0.0,0.0,0.0,0.0,7559492.61,1160928.01,0.0,20962537.67,5727996.07,10153803.09,37232261.93610001,0.0,1480144.24,1351573418.5461,30944067.0,1382517485.5461
30/03/2023,291713969.63999933,215264977.53000072,506978947.1700001,0.0,0.0,0.0,0.0,4504852.52,691820.17,0.0,7453081.56,421405.0,747008.78,2739153.6414,0.0,919957.54,524456226.3814,30944067.0,555400293.3814001
31/03/2023,308625278.73999935,215264977.53000072,523890256.27000004,0.0,0.0,0.0,0.0,7128073.64,1094674.05,0.0,4920331.12,2288.37,4056.51,14874.5421,0.0,824582.9,537879137.4021,30944067.0,568823204.4021001
01/04/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02/04/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03/04/2023,165104723.3599993,215264977.53000072,380369700.89,2475000.0,291667.0,450000.0,3216667.0,5641631.12,866397.78,0.0,5141401.97,0.0,0.0,0.0,0.0,810800.31,396046599.07,44614109.0,440660708.07
04/04/2023,172608592.27999935,215264977.53000072,387873569.81,0.0,0.0,0.0,0.0,8707583.22,1337242.83,0.0,5382001.09,0.0,0.0,0.0,1499999.92,988649.8,405789046.67,44614109.0,450403155.67
05/04/2023,248391380.5499993,215264977.53000072,463656358.08000004,0.0,0.0,0.0,0.0,10117728.97,1553802.03,0.0,6010336.45,4275167.0,7578427.67,27788800.074750002,0.0,5413699.87,526394320.14475006,44614109.0,571008429.1447501
06/04/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07/04/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08/04/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
09/04/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10/04/2023,286472481.8399993,215264977.53000072,501737459.37000006,0.0,0.0,0.0,0.0,23380435.94,3590585.3,0.0,6076361.84,195290.98,346184.97,1269401.18085,0.0,1377387.25,537973106.83085,44614109.0,582587215.83085
11/04/2023,429427926.05999935,215264977.53000072,644692903.59,0.0,0.0,0.0,0.0,30377531.46,4665144.75,0.0,6237165.15,2733543.53,4845649.76,17768170.173600003,0.0,1240830.37,712560938.7836,44614109.0,757175047.7836
12/04/2023,2870430271.0999994,215264977.53000072,3085695248.63,0.0,0.0,0.0,0.0,146612559.28,22515615.27,0.0,23732807.34,1542732.08,2734743.1,10027835.92305,0.0,2821634.96,3295683176.5830503,44614109.0,3340297285.5830503
13/04/2023,2517806396.5799994,215264977.53000072,2733071374.11,0.0,0.0,0.0,0.0,194590600.23,29883709.22,0.0,19881451.26,5068082.65,8983999.41,32942791.614150003,0.0,1726950.82,3026148959.3141503,44614109.0,3070763068.3141503
14/04/2023,2015347409.7499995,215264977.53000072,2230612387.28,0.0,0.0,0.0,0.0,120389682.44,18488510.03,0.0,18046577.76,0.0,0.0,0.0,0.0,1464474.68,2389001632.19,44614109.0,2433615741.1900005
15/04/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16/04/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17/04/2023,542871809.3899993,215264977.53000072,758136786.92,0.0,0.0,0.0,0.0,150327647.12,23086149.53,0.0,7624898.79,8266714.5600000005,14654093.83,53734059.54675,0.0,1401774.38,1017232124.6767501,44614109.0,1061846233.67675
18/04/2023,415530866.7299993,215264977.53000072,630795844.26,0.0,0.0,0.0,0.0,111083155.61,17059286.1,0.0,5522654.08,333004.24,590304.08,2164544.2615500004,0.0,2486140.9,770034933.53155,44614109.0,814649042.5315499
19/04/2023,503941133.3299993,215264977.53000072,719206110.86,0.0,0.0,0.0,0.0,99103294.64,15219512.33,0.0,2751318.03,0.0,0.0,0.0,0.0,4962813.86,841243049.72,44614109.0,885857158.7199999
20/04/2023,1792640076.4899993,215264977.53000072,2007905054.02,0.0,0.0,0.0,0.0,22061498.28,3388033.13,0.0,28818155.85,636299.79,1127944.69,4135980.5635499996,0.0,3024776.44,2071097742.76355,44614109.0,2115711851.7635503
21/04/2023,1673899892.0499992,215264977.53000072,1889164869.58,0.0,0.0,0.0,0.0,58213181.53,8939927.15,0.0,25283459.34,1689114.53,2994229.76,10979329.19985,0.0,6095303.57,2003359414.6598501,44614109.0,2047973523.6598501
