Fecha;copa_correspondiente
06/10/2024;0,0
07/10/2024;2559519830,0992165
08/10/2024;2527799627,9892473
09/10/2024;3578936712,9660163
10/10/2024;3275780445,735127
11/10/2024;0,0
12/10/2024;0,0
13/10/2024;0,0
14/10/2024;12332090973,389856
15/10/2024;10557939999,419676
16/10/2024;11462659068,292234
17/10/2024;7234042077,509444
18/10/2024;5023708076,549461
19/10/2024;0,0
20/10/2024;0,0
21/10/2024;4095584578,5904603
22/10/2024;8201038745,496417
23/10/2024;26796667899,60695
24/10/2024;15050247548,834736
25/10/2024;11743001968,73419
26/10/2024;0,0
27/10/2024;0,0
28/10/2024;7908651786,738945
29/10/2024;2870110101,5530853
30/10/2024;2728396108,0933266
31/10/2024;3302292955,457079
01/11/2024;2609303639,747317
02/11/2024;0,0
03/11/2024;0,0
04/11/2024;2620823434,2097306
05/11/2024;2071961643,927876
06/11/2024;0,0
07/11/2024;2492874351,32693
08/11/2024;2363701486,5539656
09/11/2024;0,0
10/11/2024;0,0
11/11/2024;4117672757,5809565
12/11/2024;4370205681,3221445
13/11/2024;12529702388,151463
14/11/2024;10623472337,092606
15/11/2024;13180926437,622744
16/11/2024;0,0
17/11/2024;0,0
18/11/2024;0,0
19/11/2024;6411705345,638435
20/11/2024;6676087860,453151
21/11/2024;10394418716,788857
22/11/2024;10582917033,519903
23/11/2024;0,0
24/11/2024;0,0
25/11/2024;17444955899,868507
26/11/2024;25602778997,15814
27/11/2024;14769815430,846783
28/11/2024;3549716708,374195
29/11/2024;3978356191,173616
30/11/2024;0,0
01/12/2024;0,0
02/12/2024;2481441130,297934
03/12/2024;2463442128,705271
04/12/2024;2438765086,992794
05/12/2024;2668955132,0550466
06/12/2024;3631506334,380863
07/12/2024;0,0
08/12/2024;0,0
09/12/2024;3033311873,711811
10/12/2024;3670219854,434211
11/12/2024;12635219230,361605
12/12/2024;10541648273,330145
13/12/2024;9120384582,345993
14/12/2024;0,0
15/12/2024;0,0
16/12/2024;3336443069,215508
17/12/2024;5804608459,845555
18/12/2024;7856690638,1622095
19/12/2024;5537305836,324776
20/12/2024;20234226295,469467
21/12/2024;0,0
22/12/2024;0,0
23/12/2024;11385557160,32032
24/12/2024;0,0
25/12/2024;0,0
26/12/2024;17710916406,594288
27/12/2024;21481081750,424854
28/12/2024;0,0
29/12/2024;0,0
30/12/2024;9934236421,752722
31/12/2024;0,0
01/01/2025;0,0
02/01/2025;4243111410,852145
03/01/2025;3519749224,314267
04/01/2025;0,0
05/01/2025;0,0
06/01/2025;3487474818,5203314
07/01/2025;3074538789,0777044
08/01/2025;3339088534,59259
09/01/2025;3277396530,097763
10/01/2025;5824621262,356379
11/01/2025;0,0
12/01/2025;0,0
13/01/2025;15888460402,252644
14/01/2025;10337892676,408623
15/01/2025;15990338843,427933
16/01/2025;5873354477,095055
17/01/2025;6641167095,899654
18/01/2025;0,0
19/01/2025;0,0
20/01/2025;3434877164,7844086
21/01/2025;2791066096,026084
22/01/2025;21035408260,892174
23/01/2025;16186956360,68824
24/01/2025;18437734172,171776
25/01/2025;0,0
26/01/2025;0,0
27/01/2025;13399200588,26894
28/01/2025;9569551582,901762
29/01/2025;3419477022,46897
30/01/2025;4525985712,085217
31/01/2025;4256478633,511292
01/02/2025;0,0
02/02/2025;0,0
03/02/2025;2431076088,0953155
04/02/2025;2409846486,231596
05/02/2025;1988546372,1147196
06/02/2025;2522640105,985262
07/02/2025;2496518391,554189
08/02/2025;0,0
09/02/2025;0,0
10/02/2025;3013425035,5901403
11/02/2025;3698218545,54771
12/02/2025;16126273513,485899
13/02/2025;13287876521,17844
14/02/2025;13109346328,244
15/02/2025;0,0
16/02/2025;0,0
17/02/2025;5740121932,651039
18/02/2025;6426036278,744403
19/02/2025;7425351994,044781
20/02/2025;9737493889,115686
21/02/2025;19849454130,98977
22/02/2025;0,0
23/02/2025;0,0
24/02/2025;19209892969,443993
25/02/2025;13238125531,207956
26/02/2025;13537263966,51797
27/02/2025;4000202628,937869
28/02/2025;4480925880,130178
01/03/2025;0,0
02/03/2025;0,0
03/03/2025;0,0
04/03/2025;0,0
05/03/2025;3499839164,207428
06/03/2025;2304318676,924982
07/03/2025;2458756988,036093
08/03/2025;0,0
09/03/2025;0,0
10/03/2025;3386303896,3599486
11/03/2025;4750190059,493335
12/03/2025;8703815861,180502
13/03/2025;11863590646,408552
14/03/2025;14840664261,160246
15/03/2025;0,0
16/03/2025;0,0
17/03/2025;4773976829,948293
18/03/2025;5852932647,169989
19/03/2025;7259809212,116189
20/03/2025;8939323292,300755
21/03/2025;18373326974,891563
22/03/2025;0,0
23/03/2025;0,0
24/03/2025;0,0
25/03/2025;11534226596,68119
26/03/2025;13072729101,157524
27/03/2025;15645669700,476387
28/03/2025;8155749788,946102
29/03/2025;0,0
30/03/2025;0,0
31/03/2025;3795732942,8801284
01/04/2025;2691441218,570947
02/04/2025;0,0
03/04/2025;2775375778,5696282
04/04/2025;3565396060,24631
05/04/2025;0,0
06/04/2025;0,0
07/04/2025;3242807519,331065
08/04/2025;2516720731,286603
09/04/2025;3289637974,030904
10/04/2025;5057628100,700593
11/04/2025;13688475540,987488
12/04/2025;0,0
13/04/2025;0,0
14/04/2025;12189460310,865757
15/04/2025;10281948180,216805
16/04/2025;5398782904,808419
17/04/2025;0,0
18/04/2025;0,0
19/04/2025;0,0
20/04/2025;0,0
21/04/2025;6448904725,387874
22/04/2025;4736168657,591625
23/04/2025;11987968127,623133
24/04/2025;25496476054,610455
25/04/2025;28328947167,123882
26/04/2025;0,0
27/04/2025;0,0
28/04/2025;6747886896,625492
29/04/2025;10005290219,704453
30/04/2025;3984437603,3308187
01/05/2025;0,0
02/05/2025;0,0
03/05/2025;0,0
04/05/2025;0,0
05/05/2025;3067124273,102449
06/05/2025;2890695633,7671223
07/05/2025;3645181588,420404
08/05/2025;4353963947,070434
09/05/2025;4022937198,036484
10/05/2025;0,0
11/05/2025;0,0
12/05/2025;4518073465,423356
13/05/2025;12319132745,688814
14/05/2025;13461141207,232834
15/05/2025;16535121129,705376
16/05/2025;15563512590,065659
17/05/2025;0,0
18/05/2025;0,0
19/05/2025;20399800220,306286
20/05/2025;14137627843,795914
21/05/2025;16840892487,356224
22/05/2025;23023361985,675636
23/05/2025;16533376298,411589
24/05/2025;0,0
25/05/2025;0,0
26/05/2025;14075657603,343657
27/05/2025;13829985945,589722
28/05/2025;2618856630,4775543
29/05/2025;3054991875,360072
30/05/2025;3647385083,174083
31/05/2025;0,0
01/06/2025;0,0
02/06/2025;2621353935,7102337
03/06/2025;2370092507,831779
04/06/2025;2860660843,315018
05/06/2025;2778378083,8322716
06/06/2025;3534697148,754925
07/06/2025;0,0
08/06/2025;0,0
09/06/2025;3528277106,4389534
10/06/2025;4056533827,886161
11/06/2025;15392098880,28164
12/06/2025;12714526521,693516
13/06/2025;10203376947,67649
14/06/2025;0,0
15/06/2025;0,0
16/06/2025;0,0
17/06/2025;3983574322,4088597
18/06/2025;6783883887,924408
19/06/2025;8475845268,837421
20/06/2025;0,0
21/06/2025;0,0
22/06/2025;0,0
23/06/2025;12089729421,85988
24/06/2025;22934655470,95867
25/06/2025;22699328774,431522
26/06/2025;18782246501,66643
27/06/2025;16267400937,877792
28/06/2025;0,0
29/06/2025;0,0
30/06/2025;5204574675,261142
01/07/2025;4288882694,601222
02/07/2025;2910783605,8763824
03/07/2025;3004944400,6891036
04/07/2025;2887829539,1283097
05/07/2025;0,0
06/07/2025;0,0
07/07/2025;3247939406,220667
08/07/2025;3520959384,0598435
09/07/2025;0,0
10/07/2025;4135344707,569534
11/07/2025;5656942674,6170435
12/07/2025;0,0
13/07/2025;0,0
14/07/2025;17451637946,218636
15/07/2025;14094595764,286518
16/07/2025;15555698873,401028
17/07/2025;8379338355,507255
18/07/2025;6181925438,825588
19/07/2025;0,0
20/07/2025;0,0
21/07/2025;2572952824,1981797
22/07/2025;23302412890,78145
23/07/2025;19494096842,57278
24/07/2025;18042557542,600807
25/07/2025;14815104502,345257
26/07/2025;0,0
27/07/2025;0,0
28/07/2025;8156678784,721605
29/07/2025;3576797167,057738
30/07/2025;2634559942,361741
31/07/2025;3386092670,032163
01/08/2025;2514428028,0120206
02/08/2025;0,0
03/08/2025;0,0
04/08/2025;2898232174,617126
05/08/2025;2630989197,890154
06/08/2025;3521930186,3101325
07/08/2025;3226255997,50878
08/08/2025;3853636062,2876267
09/08/2025;0,0
10/08/2025;0,0
11/08/2025;4706244218,806665
12/08/2025;5527869352,313491
13/08/2025;17207820021,090946
14/08/2025;16045189931,287243
15/08/2025;0,0
16/08/2025;0,0
17/08/2025;0,0
18/08/2025;17147839011,348408
19/08/2025;9668801251,556059
20/08/2025;13927339088,25733
21/08/2025;9231124335,08808
22/08/2025;13545624004,007046
23/08/2025;0,0
24/08/2025;0,0
25/08/2025;32093748111,260063
26/08/2025;16889516182,595003
27/08/2025;9049122816,245243
28/08/2025;3378056376,680276
29/08/2025;2838723519,240029
30/08/2025;0,0
31/08/2025;0,0
01/09/2025;3744888419,265041
02/09/2025;2954549662,3397923
03/09/2025;3077126734,419116
04/09/2025;3480565174,079605
05/09/2025;3649409941,6644316
06/09/2025;0,0
07/09/2025;0,0
08/09/2025;3504557120,437165
09/09/2025;3575025564,843487
10/09/2025;5909547008,973874
11/09/2025;13685371250,75171
12/09/2025;11632545570,619907
13/09/2025;0,0
14/09/2025;0,0
15/09/2025;11668682243,381922
16/09/2025;5085586786,043517
17/09/2025;7301642471,459844
18/09/2025;8439168065,450672
19/09/2025;7596147905,034542
20/09/2025;0,0
21/09/2025;0,0
22/09/2025;20035302648,76411
23/09/2025;10867787428,645048
24/09/2025;22158573436,623325
25/09/2025;17611914274,804592
26/09/2025;15259669648,53895
27/09/2025;0,0
28/09/2025;0,0
29/09/2025;3739742990,3467298
30/09/2025;3484103108,4117804
01/10/2025;3163725097,620475
02/10/2025;4326599918,783104
03/10/2025;3564852262,2099276
04/10/2025;0,0
05/10/2025;0,0
06/10/2025;3623173802,522576
07/10/2025;3604367347,0630903
08/10/2025;4317628213,424651
09/10/2025;4782026586,902365
10/10/2025;0,0
11/10/2025;0,0
12/10/2025;0,0
13/10/2025;6014395547,382771
14/10/2025;18037881723,97919
15/10/2025;22984644730,1514
16/10/2025;14118485497,262
17/10/2025;10103734085,429
18/10/2025;0,0
19/10/2025;0,0
20/10/2025;4120375758,6371593
21/10/2025;3708032970,731372
22/10/2025;24148286892,465153
23/10/2025;19096102499,657604
24/10/2025;22333745467,66705
25/10/2025;0,0
26/10/2025;0,0
27/10/2025;11441002905,291103
28/10/2025;9911320410,696226
29/10/2025;3469794630,907998
30/10/2025;2790681576,4759517
31/10/2025;4094250160,509887
01/11/2025;0,0
02/11/2025;0,0
03/11/2025;3430554674,680635
04/11/2025;2585442355,503231
05/11/2025;3142785290,0961194
06/11/2025;0,0
07/11/2025;3607762684,501511
08/11/2025;0,0
09/11/2025;0,0
10/11/2025;3606327367,952148
11/11/2025;7259778748,967855
12/11/2025;19143314005,659946
13/11/2025;17241107075,6496
14/11/2025;13384292056,639519
15/11/2025;0,0
16/11/2025;0,0
17/11/2025;8393128092,51454
18/11/2025;7840283684,778426
19/11/2025;7375394935,327772
20/11/2025;11386561541,76738
21/11/2025;0,0
22/11/2025;0,0
23/11/2025;0,0
24/11/2025;0,0
25/11/2025;25379513966,383724
26/11/2025;17303225398,31803
27/11/2025;36682673112,203384
28/11/2025;8658193651,507126
29/11/2025;0,0
30/11/2025;0,0
01/12/2025;5730084503,750365
02/12/2025;3395515642,7478223
03/12/2025;3179750430,975034
04/12/2025;3407131858,539491
05/12/2025;4189265968,771207
06/12/2025;0,0
07/12/2025;0,0
08/12/2025;0,0
09/12/2025;3755588027,11799
10/12/2025;4784305155,117048
11/12/2025;16589406627,704224
12/12/2025;17256186647,429764
13/12/2025;0,0
14/12/2025;0,0
15/12/2025;11827729346,073729
16/12/2025;7566889367,640183
17/12/2025;11532002633,657764
18/12/2025;9595100567,37289
19/12/2025;8519254587,095343
20/12/2025;0,0
21/12/2025;0,0
22/12/2025;22802661178,843807
23/12/2025;14607709334,232336
24/12/2025;0,0
25/12/2025;0,0
26/12/2025;23006615713,54253
27/12/2025;0,0
28/12/2025;0,0
29/12/2025;24123689120,829422
30/12/2025;15467480462,463726
31/12/2025;0,0
01/01/2026;0,0
02/01/2026;4422501633,8101
03/01/2026;0,0
04/01/2026;0,0
05/01/2026;5678520799,674841
06/01/2026;3449366180,798131
07/01/2026;3669909498,575173
08/01/2026;4423065092,413966
09/01/2026;4479294183,360555
10/01/2026;0,0
11/01/2026;0,0
12/01/2026;5785307593,370293
13/01/2026;21259688862,25113
14/01/2026;17390672179,912315
15/01/2026;19543043033,25216
16/01/2026;8570984842,156288
17/01/2026;0,0
18/01/2026;0,0
19/01/2026;7752405411,946756
20/01/2026;4658090290,628361
21/01/2026;9249622376,961819
22/01/2026;26359292803,55402
23/01/2026;25099880852,090885
24/01/2026;0,0
25/01/2026;0,0
26/01/2026;18721573426,518528
27/01/2026;17407114339,04741
28/01/2026;3562159983,396325
29/01/2026;3766740650,521434
30/01/2026;4067926427,1585207
31/01/2026;0,0
01/02/2026;0,0
02/02/2026;2870018518,7817235
03/02/2026;2911347990,058692
04/02/2026;2983895240,7619934
05/02/2026;3514939120,9776096
06/02/2026;3403652061,8594975
07/02/2026;0,0
08/02/2026;0,0
09/02/2026;3472850180,035705
10/02/2026;4843476685,225473
11/02/2026;18534040986,22435
12/02/2026;17494831372,0351
13/02/2026;13051602480,292719
14/02/2026;0,0
15/02/2026;0,0
16/02/2026;0,0
17/02/2026;0,0
18/02/2026;4378738726,220039
19/02/2026;9233023967,804455
20/02/2026;20657115827,202404
21/02/2026;0,0
22/02/2026;0,0
23/02/2026;15119454207,338037
24/02/2026;37117555139,785614
25/02/2026;19232999665,730053
26/02/2026;18180696144,441235
27/02/2026;0,0
28/02/2026;0,0
